arm,sensor,treatment_site_id,fit_window,lambda,cv_sse,chosen
main,sentinel1,treatment_0001,P01-08,0.0001,9181.902836953643,True
main,sentinel1,treatment_0001,P01-08,0.00012589254117941674,9181.902836953643,False
main,sentinel1,treatment_0001,P01-08,0.00015848931924611142,9181.902836953645,False
main,sentinel1,treatment_0001,P01-08,0.00019952623149688788,9181.902836953645,False
main,sentinel1,treatment_0001,P01-08,0.00025118864315095795,9181.902836953645,False
main,sentinel1,treatment_0001,P01-08,0.00031622776601683794,9181.902836953645,False
main,sentinel1,treatment_0001,P01-08,0.00039810717055349735,9181.902836953645,False
main,sentinel1,treatment_0001,P01-08,0.0005011872336272725,9181.902836953646,False
main,sentinel1,treatment_0001,P01-08,0.000630957344480193,9181.902836953646,False
main,sentinel1,treatment_0001,P01-08,0.0007943282347242813,9181.902836953646,False
main,sentinel1,treatment_0001,P01-08,0.001,9181.90283695365,False
main,sentinel1,treatment_0001,P01-08,0.0012589254117941675,9181.90283695365,False
main,sentinel1,treatment_0001,P01-08,0.001584893192461114,9181.902836953654,False
main,sentinel1,treatment_0001,P01-08,0.001995262314968879,9181.902836953655,False
main,sentinel1,treatment_0001,P01-08,0.002511886431509582,9181.902836953659,False
main,sentinel1,treatment_0001,P01-08,0.0031622776601683794,9181.902836953663,False
main,sentinel1,treatment_0001,P01-08,0.003981071705534973,9181.902836953668,False
main,sentinel1,treatment_0001,P01-08,0.005011872336272725,9181.902836953675,False
main,sentinel1,treatment_0001,P01-08,0.00630957344480193,9181.902836953685,False
main,sentinel1,treatment_0001,P01-08,0.00794328234724282,9181.902836953694,False
main,sentinel1,treatment_0001,P01-08,0.01,9181.902836953708,False
main,sentinel1,treatment_0001,P01-08,0.012589254117941675,9181.902836953725,False
main,sentinel1,treatment_0001,P01-08,0.01584893192461114,9181.902836953745,False
main,sentinel1,treatment_0001,P01-08,0.01995262314968881,9181.902836953772,False
main,sentinel1,treatment_0001,P01-08,0.025118864315095822,9181.902836953805,False
main,sentinel1,treatment_0001,P01-08,0.03162277660168379,9181.902836953848,False
main,sentinel1,treatment_0001,P01-08,0.039810717055349734,9181.902836953901,False
main,sentinel1,treatment_0001,P01-08,0.05011872336272725,9181.902836953968,False
main,sentinel1,treatment_0001,P01-08,0.06309573444801936,9181.902836954052,False
main,sentinel1,treatment_0001,P01-08,0.07943282347242822,9181.90283695416,False
main,sentinel1,treatment_0001,P01-08,0.1,9181.902836954292,False
main,sentinel1,treatment_0001,P01-08,0.12589254117941676,9181.90283695446,False
main,sentinel1,treatment_0001,P01-08,0.15848931924611143,9181.902836954672,False
main,sentinel1,treatment_0001,P01-08,0.19952623149688808,9181.90283695494,False
main,sentinel1,treatment_0001,P01-08,0.25118864315095824,9181.902836955274,False
main,sentinel1,treatment_0001,P01-08,0.31622776601683794,9181.902836955695,False
main,sentinel1,treatment_0001,P01-08,0.3981071705534973,9181.902836956227,False
main,sentinel1,treatment_0001,P01-08,0.5011872336272725,9181.902836956897,False
main,sentinel1,treatment_0001,P01-08,0.6309573444801936,9181.902836957739,False
main,sentinel1,treatment_0001,P01-08,0.7943282347242822,9181.9028369588,False
main,sentinel1,treatment_0001,P01-08,1.0,9181.902836960135,False
main,sentinel1,treatment_0001,P01-08,1.2589254117941688,9181.902836961814,False
main,sentinel1,treatment_0001,P01-08,1.584893192461114,9181.902836963927,False
main,sentinel1,treatment_0001,P01-08,1.9952623149688788,9181.90283696659,False
main,sentinel1,treatment_0001,P01-08,2.5118864315095824,9181.902836969943,False
main,sentinel1,treatment_0001,P01-08,3.1622776601683795,9181.90283697416,False
main,sentinel1,treatment_0001,P01-08,3.9810717055349776,9181.902836979469,False
main,sentinel1,treatment_0001,P01-08,5.011872336272725,9181.90283698615,False
main,sentinel1,treatment_0001,P01-08,6.309573444801943,9181.902836994557,False
main,sentinel1,treatment_0001,P01-08,7.943282347242821,9181.902837005138,False
main,sentinel1,treatment_0001,P01-08,10.0,9181.902837018448,False
main,sentinel1,treatment_0001,P01-08,12.589254117941687,9181.902837035193,False
main,sentinel1,treatment_0001,P01-08,15.848931924611142,9181.902837056252,False
main,sentinel1,treatment_0001,P01-08,19.95262314968883,9181.902837082733,False
main,sentinel1,treatment_0001,P01-08,25.11886431509582,9181.90283711602,False
main,sentinel1,treatment_0001,P01-08,31.622776601683793,9181.902837157846,False
main,sentinel1,treatment_0001,P01-08,39.81071705534978,9181.902837210375,False
main,sentinel1,treatment_0001,P01-08,50.11872336272725,9181.902837276304,False
main,sentinel1,treatment_0001,P01-08,63.09573444801943,9181.90283735899,False
main,sentinel1,treatment_0001,P01-08,79.43282347242821,9181.902837462587,False
main,sentinel1,treatment_0001,P01-08,100.0,9181.902837592224,False
main,sentinel1,treatment_0001,P01-08,125.89254117941688,9181.902837754207,False
main,sentinel1,treatment_0001,P01-08,158.48931924611142,9181.902837956213,False
main,sentinel1,treatment_0001,P01-08,199.5262314968883,9181.902838207534,False
main,sentinel1,treatment_0001,P01-08,251.18864315095823,9181.902838519281,False
main,sentinel1,treatment_0001,P01-08,316.22776601683796,9181.902838904567,False
main,sentinel1,treatment_0001,P01-08,398.1071705534977,9181.902839378581,False
main,sentinel1,treatment_0001,P01-08,501.18723362727246,9181.902839958508,False
main,sentinel1,treatment_0001,P01-08,630.9573444801943,9181.902840663188,False
main,sentinel1,treatment_0001,P01-08,794.3282347242822,9181.902841512381,False
main,sentinel1,treatment_0001,P01-08,1000.0,9181.902842525558,False
main,sentinel1,treatment_0001,P01-08,1258.9254117941687,9181.902843720074,False
main,sentinel1,treatment_0001,P01-08,1584.893192461114,9181.902845108758,False
main,sentinel1,treatment_0001,P01-08,1995.262314968883,9181.90284669708,False
main,sentinel1,treatment_0001,P01-08,2511.886431509582,9181.902848480211,False
main,sentinel1,treatment_0001,P01-08,3162.2776601683795,9181.902850440649,False
main,sentinel1,treatment_0001,P01-08,3981.0717055349774,9181.9028525471,False
main,sentinel1,treatment_0001,P01-08,5011.872336272725,9181.902854755317,False
main,sentinel1,treatment_0001,P01-08,6309.573444801943,9181.902857011162,False
main,sentinel1,treatment_0001,P01-08,7943.282347242822,9181.902859255628,False
main,sentinel1,treatment_0001,P01-08,10000.0,9181.902861430883,False
main,sentinel1,treatment_0001,P01-09,0.0001,10299.987859623467,True
main,sentinel1,treatment_0001,P01-09,0.00012589254117941674,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.00015848931924611142,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.00019952623149688788,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.00025118864315095795,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.00031622776601683794,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.00039810717055349735,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.0005011872336272725,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.000630957344480193,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.0007943282347242813,10299.987859623467,False
main,sentinel1,treatment_0001,P01-09,0.001,10299.987859623468,False
main,sentinel1,treatment_0001,P01-09,0.0012589254117941675,10299.987859623468,False
main,sentinel1,treatment_0001,P01-09,0.001584893192461114,10299.987859623468,False
main,sentinel1,treatment_0001,P01-09,0.001995262314968879,10299.987859623468,False
main,sentinel1,treatment_0001,P01-09,0.002511886431509582,10299.987859623468,False
main,sentinel1,treatment_0001,P01-09,0.0031622776601683794,10299.987859623472,False
main,sentinel1,treatment_0001,P01-09,0.003981071705534973,10299.98785962347,False
main,sentinel1,treatment_0001,P01-09,0.005011872336272725,10299.987859623472,False
main,sentinel1,treatment_0001,P01-09,0.00630957344480193,10299.987859623474,False
main,sentinel1,treatment_0001,P01-09,0.00794328234724282,10299.987859623476,False
main,sentinel1,treatment_0001,P01-09,0.01,10299.987859623478,False
main,sentinel1,treatment_0001,P01-09,0.012589254117941675,10299.987859623481,False
main,sentinel1,treatment_0001,P01-09,0.01584893192461114,10299.987859623485,False
main,sentinel1,treatment_0001,P01-09,0.01995262314968881,10299.987859623488,False
main,sentinel1,treatment_0001,P01-09,0.025118864315095822,10299.987859623496,False
main,sentinel1,treatment_0001,P01-09,0.03162277660168379,10299.987859623503,False
main,sentinel1,treatment_0001,P01-09,0.039810717055349734,10299.98785962351,False
main,sentinel1,treatment_0001,P01-09,0.05011872336272725,10299.987859623523,False
main,sentinel1,treatment_0001,P01-09,0.06309573444801936,10299.987859623536,False
main,sentinel1,treatment_0001,P01-09,0.07943282347242822,10299.987859623552,False
main,sentinel1,treatment_0001,P01-09,0.1,10299.987859623576,False
main,sentinel1,treatment_0001,P01-09,0.12589254117941676,10299.987859623603,False
main,sentinel1,treatment_0001,P01-09,0.15848931924611143,10299.987859623638,False
main,sentinel1,treatment_0001,P01-09,0.19952623149688808,10299.987859623685,False
main,sentinel1,treatment_0001,P01-09,0.25118864315095824,10299.987859623741,False
main,sentinel1,treatment_0001,P01-09,0.31622776601683794,10299.98785962381,False
main,sentinel1,treatment_0001,P01-09,0.3981071705534973,10299.9878596239,False
main,sentinel1,treatment_0001,P01-09,0.5011872336272725,10299.987859624012,False
main,sentinel1,treatment_0001,P01-09,0.6309573444801936,10299.987859624156,False
main,sentinel1,treatment_0001,P01-09,0.7943282347242822,10299.987859624332,False
main,sentinel1,treatment_0001,P01-09,1.0,10299.987859624558,False
main,sentinel1,treatment_0001,P01-09,1.2589254117941688,10299.98785962484,False
main,sentinel1,treatment_0001,P01-09,1.584893192461114,10299.987859625197,False
main,sentinel1,treatment_0001,P01-09,1.9952623149688788,10299.987859625646,False
main,sentinel1,treatment_0001,P01-09,2.5118864315095824,10299.987859626208,False
main,sentinel1,treatment_0001,P01-09,3.1622776601683795,10299.987859626915,False
main,sentinel1,treatment_0001,P01-09,3.9810717055349776,10299.98785962781,False
main,sentinel1,treatment_0001,P01-09,5.011872336272725,10299.987859628935,False
main,sentinel1,treatment_0001,P01-09,6.309573444801943,10299.98785963035,False
main,sentinel1,treatment_0001,P01-09,7.943282347242821,10299.987859632129,False
main,sentinel1,treatment_0001,P01-09,10.0,10299.987859634368,False
main,sentinel1,treatment_0001,P01-09,12.589254117941687,10299.987859637187,False
main,sentinel1,treatment_0001,P01-09,15.848931924611142,10299.987859640732,False
main,sentinel1,treatment_0001,P01-09,19.95262314968883,10299.987859645189,False
main,sentinel1,treatment_0001,P01-09,25.11886431509582,10299.987859650792,False
main,sentinel1,treatment_0001,P01-09,31.622776601683793,10299.987859657836,False
main,sentinel1,treatment_0001,P01-09,39.81071705534978,10299.98785966669,False
main,sentinel1,treatment_0001,P01-09,50.11872336272725,10299.987859677802,False
main,sentinel1,treatment_0001,P01-09,63.09573444801943,10299.987859691748,False
main,sentinel1,treatment_0001,P01-09,79.43282347242821,10299.987859709232,False
main,sentinel1,treatment_0001,P01-09,100.0,10299.987859731127,False
main,sentinel1,treatment_0001,P01-09,125.89254117941688,10299.987859758518,False
main,sentinel1,treatment_0001,P01-09,158.48931924611142,10299.98785979272,False
main,sentinel1,treatment_0001,P01-09,199.5262314968883,10299.987859835346,False
main,sentinel1,treatment_0001,P01-09,251.18864315095823,10299.987859888333,False
main,sentinel1,treatment_0001,P01-09,316.22776601683796,10299.98785995399,False
main,sentinel1,treatment_0001,P01-09,398.1071705534977,10299.987860035024,False
main,sentinel1,treatment_0001,P01-09,501.18723362727246,10299.987860134557,False
main,sentinel1,treatment_0001,P01-09,630.9573444801943,10299.987860256086,False
main,sentinel1,treatment_0001,P01-09,794.3282347242822,10299.987860403398,False
main,sentinel1,treatment_0001,P01-09,1000.0,10299.987860580402,False
main,sentinel1,treatment_0001,P01-09,1258.9254117941687,10299.987860790843,False
main,sentinel1,treatment_0001,P01-09,1584.893192461114,10299.987861037927,False
main,sentinel1,treatment_0001,P01-09,1995.262314968883,10299.987861323798,False
main,sentinel1,treatment_0001,P01-09,2511.886431509582,10299.987861648966,False
main,sentinel1,treatment_0001,P01-09,3162.2776601683795,10299.987862011769,False
main,sentinel1,treatment_0001,P01-09,3981.0717055349774,10299.98786240794,False
main,sentinel1,treatment_0001,P01-09,5011.872336272725,10299.987862830512,False
main,sentinel1,treatment_0001,P01-09,6309.573444801943,10299.987863270115,False
main,sentinel1,treatment_0001,P01-09,7943.282347242822,10299.987863715685,False
main,sentinel1,treatment_0001,P01-09,10000.0,10299.987864155564,False
main,sentinel1,treatment_0002,P01-08,0.0001,8661.58233453922,False
main,sentinel1,treatment_0002,P01-08,0.00012589254117941674,8661.582334539218,True
main,sentinel1,treatment_0002,P01-08,0.00015848931924611142,8661.58233453922,False
main,sentinel1,treatment_0002,P01-08,0.00019952623149688788,8661.582334539218,False
main,sentinel1,treatment_0002,P01-08,0.00025118864315095795,8661.58233453922,False
main,sentinel1,treatment_0002,P01-08,0.00031622776601683794,8661.58233453922,False
main,sentinel1,treatment_0002,P01-08,0.00039810717055349735,8661.582334539218,False
